job,ref_id,solid_index,category,designation,issue,note
"10284 LATEST FRAME + SUPP PLATES",0:1:1:117,0,SECTION,,,gallery
"10284 LATEST FRAME + SUPP PLATES",0:1:1:100,0,SECTION,,,gallery
"10284 LATEST FRAME + SUPP PLATES",0:1:1:102,0,SECTION,,,gallery
"10284 LATEST FRAME + SUPP PLATES",0:1:1:135,0,PLATE,,,gallery
"10284 LATEST FRAME + SUPP PLATES",0:1:1:151,0,PLATE,,,gallery
"10284 LATEST FRAME + SUPP PLATES",0:1:1:9,0,PLATE,,,gallery
"10284 LATEST FRAME + SUPP PLATES",0:1:1:148,0,PLATE,,,gallery
"10296 CIV-006 ASS",0:1:1:39,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:22,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:29,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:20,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:49,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:46,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:24,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:52,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:36,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:42,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:11,0,SECTION,,,gallery
"10296 CIV-006 ASS",0:1:1:12,0,PLATE,,,gallery
"10296 CIV-006 ASS",0:1:1:14,0,PLATE,,,gallery
"10296 CIV-006 ASS",0:1:1:3,0,PLATE,,,gallery
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:34,7,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:34,0,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:34,1,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:257,3,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:47,2,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:23,0,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:34,4,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:47,0,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:257,1,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:257,2,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:709,2,BENT_SECTION,,1,gallery: bent section
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:313,0,PLATE,,,gallery
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:348,0,PLATE,,,gallery
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:297,0,PLATE,,,gallery
"2025 12-15 C25001-PSS-INTERNALS",0:1:1:518,0,BOUGHT_OUT,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:689,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:517,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:566,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:388,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:410,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:71,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:74,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:73,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:72,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:182,0,SECTION,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:1055,0,PLATE,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:1054,0,PLATE,,,gallery
"3D SERVICE STAIR FROM +41.950 to +48.430",0:1:1:278,0,PLATE,,,gallery
"C25001-1-0101 Rev A",0:1:1:9,20,SECTION,,,gallery
"C25001-1-0101 Rev A",0:1:1:20,6,PLATE,,,gallery
"C25001-1-0101 Rev A",0:1:1:20,5,PLATE,,,gallery
"C25001-1-0101 Rev A",0:1:1:2,1,SECTION,,,gallery
"C25001-1-0101 Rev A",0:1:1:4,19,SECTION,,,gallery
"C25001-1-0101 Rev A",0:1:1:2,25,SECTION,,,gallery
"C25001-1-0101 Rev A",0:1:1:27,1,PLATE,,,gallery
"C25001-1-0101 Rev A",0:1:1:27,0,SECTION,,,gallery
"C25001-1-0101 Rev A",0:1:1:17,0,SECTION,,,gallery
"C25001-1-0101 Rev A",0:1:1:19,2,SECTION,,,gallery
"C25001-1-0101 Rev A",0:1:1:2,0,PLATE,,,gallery
"C25001-1-0101 Rev A",0:1:1:16,8,PLATE,,,gallery
"C25001-1-0101 Rev A",0:1:1:16,9,PLATE,,,gallery
"C25001-MIN INTERNALS",0:1:1:18,2,SECTION,,,gallery
"C25001-MIN INTERNALS",0:1:1:25,0,SECTION,,,gallery
"C25001-MIN INTERNALS",0:1:1:6,3,PLATE,,,gallery
"C25001-MIN INTERNALS",0:1:1:25,1,PLATE,,,gallery
"C25001-MIN INTERNALS",0:1:1:25,2,PLATE,,,gallery
"C25001-MIN INTERNALS",0:1:1:12,1,PLATE,,,gallery
"G8702-P5-001",0:1:1:823,0,FORMED_PLATE,,1,gallery: formed plate
"G8702-P5-001",0:1:1:467,0,SECTION,,,gallery
"G8702-P5-001",0:1:1:912,0,SECTION,,,gallery
"G8702-P5-001",0:1:1:604,0,SECTION,,,gallery
"G8702-P5-001",0:1:1:654,0,SECTION,,,gallery
"G8702-P5-001",0:1:1:711,0,SECTION,,,gallery
"G8702-P5-001",0:1:1:911,0,SECTION,,,gallery
"G8702-P5-001",0:1:1:657,0,EXCLUDE,,,gallery: artifact/excluded
"G8702-P5-001",0:1:1:641,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-C6-001-3D Rev02",0:1:1:3,0,SECTION,,,gallery
"GT 132-33kV__G8702-C6-001-3D Rev02",0:1:1:4,0,SECTION,,,gallery
"GT 132-33kV__G8702-P3-001-3D",0:1:1:182,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-P3-001-3D",0:1:1:147,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-P3-001-3D",0:1:1:188,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-P3-001-3D",0:1:1:141,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-P3-001-3D",0:1:1:183,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-P3-001-3D",0:1:1:142,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-P3-001-3D",0:1:1:423,0,SECTION,,,gallery
"GT 132-33kV__G8702-P3-001-3D",0:1:1:456,0,SECTION,,,gallery
"GT 132-33kV__G8702-P3-001-3D",0:1:1:472,0,SECTION,,,gallery
"GT 132-33kV__G8702-P3-001-3D",0:1:1:471,0,SECTION,,,gallery
"GT 132-33kV__G8702-P3-001-3D",0:1:1:526,0,PLATE,,,gallery
"GT 132-33kV__G8702-P3-001-3D",0:1:1:101,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-P3-001-3D",0:1:1:117,0,EXCLUDE,,,gallery: artifact/excluded
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:127,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:624,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:622,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:696,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:702,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:699,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:695,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:680,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:679,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:694,0,SECTION,,,gallery
"GT 132-33kV__G8702-P7-001 rev 03 3D",0:1:1:703,0,PLATE,,,gallery
"LATEST FULL FRAME",0:1:1:43,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:110,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:76,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:25,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:32,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:70,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:67,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:90,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:92,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:84,0,SECTION,,,gallery
"LATEST FULL FRAME",0:1:1:113,0,PLATE,,,gallery
"LATEST FULL FRAME",0:1:1:87,0,PLATE,,,gallery
"LATEST FULL FRAME",0:1:1:29,0,PLATE,,,gallery
"Portal Assembly",0:1:1:19,0,BOUGHT_OUT,,,gallery
"Portal Assembly",0:1:1:3,9,EXCLUDE,,,gallery: artifact/excluded
"Portal Assembly",0:1:1:9,12,EXCLUDE,,,gallery: artifact/excluded
"Portal Assembly",0:1:1:4,0,PLATE,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:104,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:21,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:23,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:111,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:112,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:28,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:27,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:25,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:26,0,SECTION,,,gallery
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:14,0,EXCLUDE,,,gallery: artifact/excluded
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:13,0,EXCLUDE,,,gallery: artifact/excluded
"REACTORS 33kV__G8702-C8-001 rev 01 3D",0:1:1:16,0,EXCLUDE,,,gallery: artifact/excluded
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:298,0,SECTION,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:297,0,SECTION,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:302,0,SECTION,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:303,0,SECTION,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:301,0,SECTION,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:242,0,FORMED_PLATE,,1,gallery: formed plate
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:386,0,FORMED_PLATE,,1,gallery: formed plate
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:253,0,SECTION,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:283,0,SECTION,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:342,0,SECTION,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:609,0,PLATE,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:374,0,PLATE,,,gallery
"REACTORS 33kV__G8702-E1-001 rev 01 3D",0:1:1:375,0,PLATE,,,gallery
"REACTORS 33kV__G8702-P6-001 rev 02 3D",0:1:1:78,0,SECTION,,,gallery
"REACTORS 33kV__G8702-P6-001 rev 02 3D",0:1:1:130,0,PLATE,,,gallery
"REACTORS 33kV__G8702-P6-001 rev 02 3D",0:1:1:139,0,PLATE,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:12,0,PLATE,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:2,0,SECTION,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:3,0,SECTION,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:4,0,SECTION,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:8,0,SECTION,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:26,0,SECTION,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:30,0,SECTION,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:14,0,SECTION,,,gallery
"SCT 132kV__G8702-C3-001-3D",0:1:1:6,0,PLATE,,,gallery
"SCT 132kV__G8702-C6-001-3D Rev02",0:1:1:42,0,SECTION,,,gallery
"SCT 132kV__G8702-C6-001-3D Rev02",0:1:1:41,0,SECTION,,,gallery
"SCT 132kV__G8702-S2-001-3D",0:1:1:9,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:134,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:135,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:162,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:163,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:136,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:148,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:54,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:141,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:83,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:103,0,SECTION,,,gallery
"SGT 132kV__G8702-C4-001-3D",0:1:1:38,0,EXCLUDE,,,gallery: artifact/excluded
"SGT 132kV__G8702-C4-001-3D",0:1:1:67,0,EXCLUDE,,,gallery: artifact/excluded
"SGT 132kV__G8702-C4-001-3D",0:1:1:5,0,EXCLUDE,,,gallery: artifact/excluded
"SGT 132kV__G8702-C5-001-3D Rev02",0:1:1:49,0,SECTION,,,gallery
"SGT 132kV__G8702-C5-001-3D Rev02",0:1:1:48,0,SECTION,,,gallery
"SGT 132kV__G8702-C5-001-3D Rev02",0:1:1:39,0,SECTION,,,gallery
"SGT 132kV__G8702-C5-001-3D Rev02",0:1:1:12,0,SECTION,,,gallery
"SGT 132kV__G8702-C5-001-3D Rev02",0:1:1:8,0,SECTION,,,gallery
"SGT 132kV__G8702-C5-001-3D Rev02",0:1:1:9,0,SECTION,,,gallery
"SGT 132kV__G8702-C7-001-3D",0:1:1:39,0,SECTION,,,gallery
"SGT 132kV__G8702-C7-001-3D",0:1:1:27,0,SECTION,,,gallery
"SGT 132kV__G8702-C7-001-3D",0:1:1:23,0,SECTION,,,gallery
"SGT 132kV__G8702-C7-001-3D",0:1:1:51,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 132kV__G8702-C7-001-3D",0:1:1:12,0,SECTION,,,gallery
"SGT 132kV__G8702-C7-001-3D",0:1:1:31,0,SECTION,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:8,0,SECTION,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:9,0,SECTION,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:27,0,SECTION,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:40,0,SECTION,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:28,0,SECTION,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:41,0,SECTION,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:35,0,SECTION,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:53,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 132kV__G8702-P1-001-3D",0:1:1:54,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 132kV__G8702-P1-001-3D",0:1:1:5,0,PLATE,,,gallery
"SGT 132kV__G8702-P1-001-3D",0:1:1:1,0,PLATE,,,gallery
"SGT 132kV__G8702-S2-001-3D",0:1:1:42,0,SECTION,,,gallery
"SGT 132kV__G8702-S2-001-3D",0:1:1:33,0,SECTION,,,gallery
"SGT 132kV__G8702-S2-001-3D",0:1:1:45,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:32,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:4,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:2,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:37,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:24,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:25,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:26,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:28,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:27,0,SECTION,,,gallery
"SGT 220kV__G8702-C1-001 rev 03 3D",0:1:1:20,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:206,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:212,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:275,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:152,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:153,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:154,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:159,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:203,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:201,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:116,0,SECTION,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:1083,0,PLATE,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:683,0,PLATE,,,gallery
"SGT 220kV__G8702-D1-001 rev02 3D",0:1:1:595,0,PLATE,,,gallery
"SGT 220kV__G8702-P2-001 rev 02 3D",0:1:1:7,0,SECTION,,,gallery
"SGT 220kV__G8702-P2-001 rev 02 3D",0:1:1:87,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 220kV__G8702-P2-001 rev 02 3D",0:1:1:93,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 220kV__G8702-P2-001 rev 02 3D",0:1:1:5,0,PLATE,,,gallery
"SGT 220kV__G8702-P2-001 rev 02 3D",0:1:1:63,0,SECTION,,,gallery
"SGT 220kV__G8702-P2-001 rev 02 3D",0:1:1:65,0,SECTION,,,gallery
"SGT 220kV__G8702-P2-001 rev 02 3D",0:1:1:83,0,PLATE,,,gallery
"SGT 220kV__G8702-P2-001 rev 02 3D",0:1:1:84,0,PLATE,,,gallery
"SGT 220kV__G8702-S1-001 rev02 3D",0:1:1:30,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 220kV__G8702-S1-001 rev02 3D",0:1:1:5,0,PLATE,,,gallery
"SGT 220kV__G8702-S1-001 rev02 3D",0:1:1:20,0,SECTION,,,gallery
"SGT 220kV__G8702-S1-001 rev02 3D",0:1:1:15,0,SECTION,,,gallery
"SGT 220kV__G8702-S1-001 rev02 3D",0:1:1:26,0,PLATE,,,gallery
"SGT 220kV__G8702-S1-001 rev02 3D",0:1:1:27,0,PLATE,,,gallery
"SGT 220kV__G8702-S1-001 rev02 3D",0:1:1:46,0,PLATE,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:33,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:11,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:26,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:12,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:8,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:39,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:38,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:19,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:20,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:1,0,SECTION,,,gallery
"SGT 220kV__G8702-V1-001 rev 02 3D",0:1:1:7,0,PLATE,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:42,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:45,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:46,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:54,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:56,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:48,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:47,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:44,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:43,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:52,0,SECTION,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:77,0,PLATE,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:58,0,PLATE,,,gallery
"SGT 33kV__G8702-C9-001 3D",0:1:1:151,0,PLATE,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:31,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:32,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:33,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:34,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:300,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:299,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:298,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:297,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:292,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:174,0,SECTION,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:307,0,PLATE,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:309,0,PLATE,,,gallery
"SGT 33kV__G8702-D2-001 rev 01 3D",0:1:1:312,0,PLATE,,,gallery
"SGT 33kV__G8702-P4-001 rev 02 3D",0:1:1:44,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 33kV__G8702-P4-001 rev 02 3D",0:1:1:43,0,FORMED_PLATE,,1,gallery: formed plate
"SGT 33kV__G8702-P4-001 rev 02 3D",0:1:1:38,0,SECTION,,,gallery
"SGT 33kV__G8702-P4-001 rev 02 3D",0:1:1:20,0,SECTION,,,gallery
"SGT 33kV__G8702-P4-001 rev 02 3D",0:1:1:14,0,PLATE,,,gallery
"SGT 33kV__G8702-P4-001 rev 02 3D",0:1:1:78,0,PLATE,,,gallery
"SGT 33kV__G8702-P4-001 rev 02 3D",0:1:1:70,0,PLATE,,,gallery
"SGT 33kV__G8702-P4-001 rev 02 3D",0:1:1:64,0,PLATE,,,gallery
"SGT 33kV__G8702-P6-001 rev 02 3D",0:1:1:87,0,SECTION,,,gallery
"SGT 33kV__G8702-P6-001 rev 02 3D",0:1:1:136,0,PLATE,,,gallery
"SSSC2 Assembly",0:1:1:117,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:121,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:111,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:105,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:107,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:99,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:103,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:97,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:101,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:109,0,SECTION,,,gallery
"SSSC2 Assembly",0:1:1:81,0,PLATE,,,gallery
"SSSC2 Assembly",0:1:1:80,0,PLATE,,,gallery
"SSSC2 Assembly",0:1:1:79,0,PLATE,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:7,0,FORMED_PLATE,,1,gallery: formed plate
"TES1E300Q - 2607562 - 2033126",0:1:1:11,0,BOUGHT_OUT,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:17,2,FORMED_PLATE,,1,gallery: formed plate
"TES1E300Q - 2607562 - 2033126",0:1:1:10,1,BOUGHT_OUT,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:17,3,BOUGHT_OUT,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:16,0,PLATE,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:9,0,BOUGHT_OUT,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:8,0,BOUGHT_OUT,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:3,0,PLATE,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:8,1,BOUGHT_OUT,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:8,3,BOUGHT_OUT,,,gallery
"TES1E300Q - 2607562 - 2033126",0:1:1:14,1,PLATE,,,gallery
"SGT 33kV__G8702-P5-001 rev 03 3D",0:1:1:263,0,PLATE,,,gallery
"SGT 33kV__G8702-P5-001 rev 03 3D",0:1:1:743,0,EXCLUDE,,,gallery: artifact/excluded
"SGT 33kV__G8702-P5-001 rev 03 3D",0:1:1:827,0,EXCLUDE,,,gallery: artifact/excluded
